date,state,us_state_or_territory,positive,probablecases,negative,pending,totaltestresultssource,totaltestresults,hospitalizedcurrently,hospitalizedcumulative,inicucurrently,inicucumulative,onventilatorcurrently,onventilatorcumulative,recovered,lastupdateet,datemodified,checktimeet,death,hospitalized,hospitalizeddischarged,datechecked,totaltestsviral,positivetestsviral,negativetestsviral,positivecasesviral,deathconfirmed,deathprobable,totaltestencountersviral,totaltestspeopleviral,totaltestsantibody,positivetestsantibody,negativetestsantibody,totaltestspeopleantibody,positivetestspeopleantibody,negativetestspeopleantibody,totaltestspeopleantigen,positivetestspeopleantigen,totaltestsantigen,positivetestsantigen,fips,positiveincrease,negativeincrease,total,totaltestresultsincrease,posneg,dataqualitygrade,deathincrease,hospitalizedincrease,hash,commercialscore,negativeregularscore,negativescore,positivescore,score,grade
2021-02-02,AK,Alaska,52775,,,,totalTestsViral,1511785,49,1209,,,10,,,2021-02-02T03:59:00,2021-02-02T03:59:00Z,02/01 22:59,279,1209,,2021-02-02T03:59:00Z,1511785,63485,1446577,,,,,,,,,,,,,,,,2,107,0,52775,4123,52775,,17,4,4635db34a5e1a4bc2fc4fb076933d38bd911d75b,0,0,0,0,0,
2021-02-02,AL,Alabama,462938,98540,1769438,,totalTestsPeopleViral,2133836,1868,42328,,2555,,1456,242143,2021-02-02T11:00:00,2021-02-02T11:00:00Z,02/02 06:00,7894,42328,,2021-02-02T11:00:00Z,,,,364398,6314,1580,,2133836,,,,138639,,,,,,,1,2078,-11759,2232376,-10589,2232376,,206,469,88f478c412afc13d3e7f05fe8e6ecae1e02308c6,0,0,0,0,0,
2021-02-02,AR,Arkansas,298004,60671,2208897,,totalTestsViral,2446230,869,13730,260,,141,1433,276704,2021-02-02T00:00:00,2021-02-02T00:00:00Z,02/01 19:00,4939,13730,,2021-02-02T00:00:00Z,2446230,,2208897,237333,3971,968,,,,,,,,,371564,71087,,,5,1510,6936,2506901,7729,2506901,,44,79,f3f9ec4f255ac6c69f75a5cf8fd6db70611c6671,0,0,0,0,0,
2021-02-02,AS,American Samoa,0,,2140,,totalTestsViral,2140,,,,,,,,2020-12-01T00:00:00,2020-12-01T00:00:00Z,11/30 19:00,0,,,2020-12-01T00:00:00Z,2140,,,0,,,,,,,,,,,,,,,60,0,0,2140,0,2140,,0,0,79ead8437b30973120b4d656faa7b50eeaca62fe,0,0,0,0,0,
2021-02-02,AZ,Arizona,765083,48574,2760412,,totalTestsViral,6754669,3513,53149,944,,671,,,2021-02-02T00:00:00,2021-02-02T00:00:00Z,02/01 19:00,13362,53149,104681,2021-02-02T00:00:00Z,6754669,,,716509,11912,1450,,3476921,,,,418964,,,,,,,4,2938,6876,3525495,28419,3525495,,238,163,6a4238753efebc5ce06525a03ba39fa00924d89c,0,0,0,0,0,
2021-02-02,CA,California,3270770,,,,totalTestsViral,42851891,14999,,3894,,,,,2021-02-02T02:59:00,2021-02-02T02:59:00Z,02/01 21:59,41330,,,2021-02-02T02:59:00Z,42851891,,,3270770,,,,,,,,,,,,,,,6,12064,0,3270770,282698,3270770,,422,0,8d140ec52ebfa15fae6f23199ee7139e1ddde5bb,0,0,0,0,0,
2021-02-02,CO,Colorado,397998,19878,2031907,,totalTestEncountersViral,5482105,599,21996,,,,,,2021-02-02T01:59:00,2021-02-02T01:59:00Z,02/01 20:59,5650,21996,21127,2021-02-02T01:59:00Z,,,,378120,4942,708,5482105,2410027,351423,45740,304125,,,,,,,,8,935,3429,2429905,14235,2429905,,9,152,685a6f88678c09373774314824b4af8439ba5536,0,0,0,0,0,
2021-02-02,CT,Connecticut,256522,15584,,,totalTestsViral,5588593,900,12257,,,,,,2021-02-01T20:30:00,2021-02-01T20:30:00Z,02/01 15:30,7133,12257,,2021-02-01T20:30:00Z,5588593,292660,5288674,240938,5822,1311,,,,,,,,,,,264276,16028,9,2568,0,256522,51862,256522,,14,0,1b3b149c14e79bfd580c90674d3095f5471c6126,0,0,0,0,0,
2021-02-02,DC,"Washington, D.C.",37138,,,,totalTestEncountersViral,1110294,232,,62,,34,,26086,2021-02-01T00:00:00,2021-02-01T00:00:00Z,01/31 19:00,921,,,2021-02-01T00:00:00Z,,,,,,,1110294,413134,,,,,,,,,,,11,130,0,37138,4224,37138,,5,0,5a6e04e3b70961cfddc097569f66ae35291048d6,0,0,0,0,0,
2021-02-02,DE,Delaware,78696,3869,509757,,totalTestEncountersViral,1243589,326,,42,,,,,2021-02-01T18:00:00,2021-02-01T18:00:00Z,02/01 13:00,1108,,,2021-02-01T18:00:00Z,,82026,,74827,997,111,1243589,588453,,,,,,,,,,,10,201,437,588453,6669,588453,,7,0,3a3934e4a90cc59384c0783aa8d21295971f3491,0,0,0,0,0,
2021-02-02,FL,Florida,1705632,300617,8512227,7320,totalTestEncountersViral,19326910,6020,73961,,,,,,2021-02-01T23:59:00,2021-02-01T23:59:00Z,02/01 18:59,27269,73961,,2021-02-01T23:59:00Z,17177064,2226645,14870465,1405015,,,19326910,10217859,650372,71851,578113,630838,69600,560932,,,,,12,10332,31742,10225179,109904,10217859,,140,410,fa8f6086c43e9b384849b64537b7cb4eb202ddaf,0,0,0,0,0,
2021-02-02,GA,Georgia,917440,162028,,,totalTestsViral,6494048,4335,50685,,8439,,,,2021-02-02T14:50:00,2021-02-02T14:50:00Z,02/02 09:50,14450,50685,,2021-02-02T14:50:00Z,6494048,725757,,755412,12772,1678,,,446775,61862,,,,,,,,,13,4961,0,917440,19915,917440,,208,362,3e38dde895ba3e71fa71fa27c0bff704127507e6,0,0,0,0,0,
2021-02-02,GU,Guam,7610,207,100222,,posNeg,107832,6,,2,,2,,7381,2021-02-02T06:30:00,2021-02-02T06:30:00Z,02/02 01:30,129,,,2021-02-02T06:30:00Z,107625,,,7403,,,,,343,22,,,,,,,8305,270,66,2,458,107832,460,107832,,0,0,160ec45db2509b9aac1511aca7513decfb08e9a7,0,0,0,0,0,
2021-02-02,HI,Hawaii,26672,665,,,totalTestEncountersViral,995847,61,2090,19,,15,,,2021-01-31T14:30:00,2021-01-31T14:30:00Z,01/31 09:30,410,2090,,2021-01-31T14:30:00Z,,25821,,26007,410,,995847,,,,,,,,,,,,15,64,0,26672,2541,26672,,0,4,cdb4ff3ea764236b2b14c7328156e99c3c834ada,0,0,0,0,0,
2021-02-02,IA,Iowa,268376,,988286,,posNeg,1256662,390,,88,,31,,286315,2021-02-02T00:00:00,2021-02-02T00:00:00Z,02/01 19:00,4919,,,2021-02-02T00:00:00Z,2506499,290749,2202680,268376,,,,1259008,,,,102218,14364,87806,219208,52242,1146087,55511,19,463,1011,1256662,1474,1256662,,13,0,86a22efd7f6c2c967985af4ad10f1bbc708f37bf,0,0,0,0,0,
2021-02-02,ID,Idaho,163165,30307,472379,,totalTestsPeopleViral,605237,157,6702,46,1172,,,82721,2021-02-01T19:00:00,2021-02-01T19:00:00Z,02/01 14:00,1735,6702,,2021-02-01T19:00:00Z,993978,,,132858,1522,213,,605237,,,,,,,,,78973,,16,482,1742,635544,2122,635544,,10,28,f86ccb187d8824688c93b5bcb1520315ebf90702,0,0,0,0,0,
2021-02-02,IL,Illinois,1130917,,,,totalTestsViral,16161454,2447,,533,,265,,,2021-02-02T00:00:00,2021-02-02T00:00:00Z,02/01 19:00,21336,,,2021-02-02T00:00:00Z,16161454,,,,19306,2030,,,,,,,,,,,,,17,2304,0,1130917,60899,1130917,,63,0,642153092636aeb0fd060aa57921ff321a200a8c,0,0,0,0,0,
2021-02-02,IN,Indiana,629903,,2338688,,totalTestsViral,7067175,1624,40570,347,7097,200,,,2021-02-01T23:59:00,2021-02-01T23:59:00Z,02/01 18:59,10054,40570,409565,2021-02-01T23:59:00Z,7067175,716476,,,9677,377,,2968591,,,,,,,,,,,18,1512,3498,2968591,27431,2968591,,65,133,592881548b01790df6367b1b67ac93b0d5911a1a,0,0,0,0,0,
2021-02-02,KS,Kansas,276668,,900949,,posNeg,1177617,381,8489,97,2311,48,412,,2021-02-01T10:00:00,2021-02-01T10:00:00Z,02/01 05:00,3809,8489,5715,2021-02-01T10:00:00Z,2221814,,,,,,,1177617,,,,,,,,,,,20,0,0,1177617,0,1177617,,0,0,33a832e74eb1df1107a37eba5c63369af6159f9e,0,0,0,0,0,
2021-02-02,KY,Kentucky,366938,80401,,,totalTestsViral,3626864,1335,16814,373,3584,172,,43714,2021-02-02T00:00:00,2021-02-02T00:00:00Z,02/01 19:00,3812,16814,,2021-02-02T00:00:00Z,3626864,230294,,286537,3478,334,,,108556,8653,,,,,,,348469,31005,21,2431,0,366938,5403,366938,,32,89,15c5fdd32f45c3d227597063d96aa3055a44e58e,0,0,0,0,0,
2021-02-02,LA,Louisiana,404194,51917,4658244,,posNeg,5062438,1440,,,,189,,344321,2021-02-02T13:00:00,2021-02-02T13:00:00Z,02/02 08:00,8953,,,2021-02-02T13:00:00Z,5010521,,,352277,8375,578,,,,,,,,,,,367908,,22,2603,40874,5062438,43477,5062438,,41,0,77c24d6c4e6c76df8e1d923b8423a27d54c205f5,0,0,0,0,0,
2021-02-02,MA,Massachusetts,528662,26284,4111673,,totalTestsViral,13782465,1631,18008,353,,224,,389717,2021-02-01T23:59:00,2021-02-01T23:59:00Z,02/01 18:59,14652,18008,,2021-02-01T23:59:00Z,13782465,601762,,502378,14362,290,,4614051,,,,147875,13999,,480992,,,,25,2239,8264,4640335,61265,4640335,,45,0,dd5890f1a29aa20da3ddcc7f1ef69bc9db6dabdf,0,0,0,0,0,
2021-02-02,MD,Maryland,356541,,2851690,,totalTestsViral,7052264,1467,32291,366,,,,9502,2021-02-02T10:00:00,2021-02-02T10:00:00Z,02/02 05:00,7188,32291,,2021-02-02T10:00:00Z,7052264,434121,,356541,7012,176,,3208231,,,,186392,23333,163059,,,,,24,905,3127,3208231,13702,3208231,,34,110,3a6060adf1ad567adefd3641d061b8d7bf35d677,0,0,0,0,0,
2021-02-02,ME,Maine,39960,7842,,,totalTestsViral,1378012,157,1403,48,,24,,12440,2021-02-01T23:59:00,2021-02-01T23:59:00Z,02/01 18:59,618,1403,,2021-02-01T23:59:00Z,1378012,37198,,32118,605,13,,,14451,714,13725,,,,,,152125,8411,23,417,0,39960,3922,39960,,23,9,45973976418aa5f60a6b8a89f7f5a0832aa1ab35,0,0,0,0,0,
2021-02-02,MI,Michigan,614143,51633,,,totalTestsViral,9533456,1404,,337,,174,,481801,2021-02-02T00:00:00,2021-02-02T00:00:00Z,02/01 19:00,15609,,,2021-02-02T00:00:00Z,9533456,712642,8820814,562510,14672,937,,,493773,,,,,,,,,,26,1433,0,614143,18400,614143,,73,0,b87a3d47f4a7e0a2be59b47c2601bd91e3e32cd4,0,0,0,0,0,
2021-02-02,MN,Minnesota,463132,20262,2828288,,totalTestEncountersViral,6264836,394,24447,84,5056,,,448595,2021-02-01T17:00:00,2021-02-01T17:00:00Z,02/01 12:00,6210,24447,,2021-02-01T17:00:00Z,,,,442870,5961,249,6264836,3271158,,,,,,,,,343096,,27,604,-217,3291420,8980,3291420,,8,95,011af3a759e9a4a882f6cd968cbc5ec47a51a8e1,0,0,0,0,0,
2021-02-02,MO,Missouri,460487,,1780072,,totalTestsViral,4173283,1746,,398,,236,,,2021-02-02T00:59:00,2021-02-02T00:59:00Z,02/01 19:59,7088,,,2021-02-02T00:59:00Z,4173283,508482,3655928,460487,,,,2240559,138167,20281,117699,125388,,,282015,,648239,71453,29,890,2022,2240559,7771,2240559,,340,0,27c2811e7608f23b4ddf74caf030c63859cec185,0,0,0,0,0,
2021-02-02,MP,Northern Mariana Islands,133,,17429,,posNeg,17562,,4,,,,,29,2021-02-01T00:00:00,2021-02-01T00:00:00Z,01/31 19:00,2,4,,2021-02-01T00:00:00Z,26131,,,133,2,,,17542,,,,,,,,,,,69,1,0,17562,1,17562,,0,0,b00d0ab144c09f3bb1abccd33b06d9dc2343634b,0,0,0,0,0,
2021-02-02,MS,Mississippi,276531,102323,1327630,,posNeg,1604161,941,8777,262,,152,,222812,2021-02-01T00:00:00,2021-02-01T00:00:00Z,01/31 19:00,6132,8777,,2021-02-01T00:00:00Z,1501413,,,174208,4418,1714,,,74723,,,,,,,,648722,,28,825,0,1604161,825,1604161,,76,0,8330fe704acf6af8c1ff960f210666241a32260a,0,0,0,0,0,
2021-02-02,MT,Montana,94384,2322,,,totalTestsViral,960130,116,4273,20,,13,,89542,2021-02-02T01:59:00,2021-02-02T01:59:00Z,02/01 20:59,1249,4273,,2021-02-02T01:59:00Z,960130,,,92062,,,,,,,,,,,,,,,30,314,0,94384,3412,94384,,15,25,50d824f0a4c2afb9e1dcd30f1f4b55be26a660d6,0,0,0,0,0,
2021-02-02,NC,North Carolina,764228,81502,,,totalTestsViral,8422860,2741,,645,,,,,2021-02-02T11:15:00,2021-02-02T11:15:00Z,02/02 06:15,9409,,683697,2021-02-02T11:15:00Z,8422860,,,682726,8503,906,,,,,,,,,,,527866,,37,2926,0,764228,21451,764228,,67,0,44804293110e4c7964b56e992ee92baa58c751e2,0,0,0,0,0,
2021-02-02,ND,North Dakota,97798,4417,296832,,totalTestEncountersViral,1348204,45,3789,7,553,,,95491,2021-02-02T01:59:00,2021-02-02T01:59:00Z,02/01 20:59,1447,3789,,2021-02-02T01:59:00Z,1433912,,,93381,,,1348204,394630,13395,1442,11953,,,,,,96270,,38,115,345,394630,1650,394630,,0,7,55f7008534e4264f5e0ddf22b1f767af596d14a3,0,0,0,0,0,
2021-02-02,NE,Nebraska,191437,,734279,,totalTestsViral,2110148,305,5832,,,,,137446,2021-02-02T11:28:00,2021-02-02T11:28:00Z,02/02 06:28,1929,5832,,2021-02-02T11:28:00Z,2110148,220917,1887002,,,,,926198,,,,,,,,,,,31,487,931,925716,7171,925716,,9,17,51f6ca06bef83e5c4e86a545567f89525602ecdb,0,0,0,0,0,
2021-02-02,NH,New Hampshire,66384,18795,552619,,totalTestsViral,1267372,202,1036,,330,,,61096,2021-02-02T09:00:00,2021-02-02T09:00:00Z,02/02 04:00,1066,1036,,2021-02-02T09:00:00Z,1267372,,,47263,,,,600500,38048,,,36609,,,,,136456,,33,326,0,619003,0,619003,,7,0,3e2bfd8ad7633fb5695c73744b2eb2cdf6fd5cca,0,0,0,0,0,
2021-02-02,NJ,New Jersey,703496,74136,8867312,,posNeg,9570808,2892,60822,516,,366,,,2021-02-02T00:00:00,2021-02-02T00:00:00Z,02/01 19:00,21584,60822,68267,2021-02-02T00:00:00Z,9493957,,,629360,19455,2129,,,,,,,,,,,,,34,3150,0,9570808,3150,9570808,,71,201,c6d1ef6ff2bcfdbcac74825ba303c261f891d4a0,0,0,0,0,0,
2021-02-02,NM,New Mexico,174982,,,,totalTestsViral,2365894,492,12185,,,,,105568,2021-02-02T17:50:00,2021-02-02T17:50:00Z,02/02 12:50,3310,12185,,2021-02-02T17:50:00Z,2365894,,,,,,,,,,,,,,,,,,35,432,0,174982,10994,174982,,15,66,85e6898235bb204b49fc4f600df4b5a988ca4bb3,0,0,0,0,0,
2021-02-02,NV,Nevada,279957,,1056626,,totalTestEncountersViral,2503320,1209,,265,,182,,,2021-02-01T00:00:00,2021-02-01T00:00:00Z,01/31 19:00,4324,,,2021-02-01T00:00:00Z,,,,279957,,,2503320,1336583,,,,,,,,,,,32,811,1605,1336583,7250,1336583,,46,0,68b5d17555d59547d3e8aefb8540407dcd9889ef,0,0,0,0,0,
2021-02-02,NY,New York,1427379,,,,totalTestEncountersViral,32486988,8067,89995,1503,,1004,,,2021-02-01T14:00:00,2021-02-01T14:00:00Z,02/01 09:00,35466,89995,128889,2021-02-01T14:00:00Z,,,,,,,32486988,,,,,,,,,,,,36,8215,0,1427379,150199,1427379,,147,0,ebaca4cb516c9ad158df1b5682ffca72922e3b45,0,0,0,0,0,
2021-02-02,OH,Ohio,902736,117341,,,totalTestsViral,9146476,2488,46659,641,6730,426,,793766,2021-02-02T14:00:00,2021-02-02T14:00:00Z,02/02 09:00,11336,46659,,2021-02-02T14:00:00Z,9146476,812704,,785395,10084,1252,,,,,,,,,,,1303927,71512,39,3657,0,902736,41619,902736,,106,221,d98a74de409ad1261fdc86dbe0423dab8cb69850,0,0,0,0,0,
2021-02-02,OK,Oklahoma,392164,,2822470,2890,posNeg,3214634,1123,21996,320,,,,360702,,,,3602,21996,,,3195609,364500,2822470,,,,,,115559,11794,,,,,,,,,40,1296,27129,3217524,28425,3214634,,38,39,5180d80046b5b8242e9a4c3aae7150e2af95c29c,0,0,0,0,0,
2021-02-02,OR,Oregon,143373,,,,totalTestsViral,3202207,336,7796,68,,32,,,2021-02-01T03:01:00,2021-02-01T03:01:00Z,01/31 22:01,1958,7796,,2021-02-01T03:01:00Z,3202207,189816,3012391,,,,,,,,,,,,,,,,41,957,0,143373,39457,143373,,1,58,e09a9a160954d39d3d5dee34d426473aefec0012,0,0,0,0,0,
2021-02-02,PA,Pennsylvania,850488,111155,3656629,,totalTestEncountersViral,9306907,3281,,669,,380,,697400,2021-02-02T12:00:00,2021-02-02T12:00:00Z,02/02 07:00,21812,,,2021-02-02T12:00:00Z,,,,739333,,,9306907,4395962,,,,,,,,,,,42,4410,9981,4507117,42303,4507117,,125,0,d8d6af02b88a9e1fd76363240450005c2b1341fe,0,0,0,0,0,
2021-02-02,PR,Puerto Rico,94526,6861,305972,,posNeg,400498,298,,57,,41,,78813,2021-02-02T00:00:00,2021-02-02T00:00:00Z,02/01 19:00,1846,,,2021-02-02T00:00:00Z,415664,20103,395291,87665,1555,291,,,,69596,,,,,,,,,72,288,0,400498,288,400498,,10,0,2a0b2da7a101cccd4da225120f79aa3f24207a56,0,0,0,0,0,
2021-02-02,RI,Rhode Island,116191,,629454,,totalTestEncountersViral,2553744,307,8331,41,,25,,,2021-02-02T13:00:00,2021-02-02T13:00:00Z,02/02 08:00,2186,8331,7096,2021-02-02T13:00:00Z,,138536,2415208,,,,2553744,745645,,,,,,,,,,,44,235,660,745645,8240,745645,,13,35,86ea47a67eeac511a081177bbc11a3931ee2f108,0,0,0,0,0,
2021-02-02,SC,South Carolina,447904,47432,3836433,,posNeg,4284337,1832,18146,401,,245,,199045,2021-01-31T23:59:00,2021-01-31T23:59:00Z,01/31 18:59,7318,18146,,2021-01-31T23:59:00Z,4236905,512381,3724524,400472,6599,719,,,122181,22564,99617,,,,,,666223,88545,45,1988,23556,4284337,25544,4284337,,35,33,37338991df9fd7d55ee3dafe6dbba50c3a4994f8,0,0,0,0,0,
2021-02-02,SD,South Dakota,108431,11584,294976,,totalTestsViral,652680,131,6304,21,,17,,104052,2021-02-01T14:00:00,2021-02-01T14:00:00Z,02/01 09:00,1779,6304,,2021-02-01T14:00:00Z,652680,102173,,96847,,,,403407,,,,,,,,,,,46,116,408,403407,593,403407,,1,10,53de90f6ec56e7302cb8851e454dcd3115df6bc9,0,0,0,0,0,
2021-02-02,TN,Tennessee,731360,111748,,,totalTestsViral,6347070,1687,17276,471,,277,,688963,2021-02-02T15:00:00,2021-02-02T15:00:00Z,02/02 10:00,9900,17276,,2021-02-02T15:00:00Z,6347070,713994,5633076,619612,8068,1832,,,,,,,,,,,915501,122057,47,2173,0,731360,10080,731360,,147,104,498c7300800629ee306575b46abf5995ffdaf9de,0,0,0,0,0,
2021-02-02,TX,Texas,2415490,308761,,,totalTestsViral,17605821,11002,,3073,,,,1993704,2021-02-02T16:15:00,2021-02-02T16:15:00Z,02/02 11:15,36870,,,2021-02-02T16:15:00Z,17605821,2377723,,2106729,,,,,931104,126251,,,,,,,1849176,169937,48,23047,0,2415490,101463,2415490,,331,0,b0c336c895222bd0a264e00a38bc6765437532ff,0,0,0,0,0,
2021-02-02,UT,Utah,348409,,1441430,,totalTestsViral,2623440,485,13576,130,2136,,734,309977,2021-02-02T09:30:00,2021-02-02T09:30:00Z,02/02 04:30,1685,13576,,2021-02-02T09:30:00Z,2623440,325159,2298281,,,,,1739975,,,,,,,295687,49315,746132,51451,49,1201,3224,1789839,9622,1789839,,17,61,09930ec0b3c235b1ea2a4b3c7dea32d7a5fa71c4,0,0,0,0,0,
2021-02-02,VA,Virginia,510380,101959,,239,totalTestEncountersViral,5281726,2473,21516,493,,304,,,2021-02-01T17:00:00,2021-02-01T17:00:00Z,02/01 12:00,6517,21516,40673,2021-02-01T17:00:00Z,,502961,,408421,5684,833,5281726,,209170,23215,,,,,,,1078482,104031,51,2740,0,510619,19925,510380,,43,72,ddb35b23cc7a32ead0028f9b9fd19945160ff6f2,0,0,0,0,0,
2021-02-02,VI,United States Virgin Islands,2426,,39700,97,posNeg,42126,,,,,,,2317,2021-02-02T10:38:00,2021-02-02T10:38:00Z,02/02 05:38,24,,,2021-02-02T10:38:00Z,,,,,,,,42223,,,,,,,,,,,78,5,246,42223,251,42126,,0,0,7b53b58c5d36ecaac5f9c9d3793a5055792ce6f4,0,0,0,0,0,
2021-02-02,VT,Vermont,12196,309,293898,,totalTestsViral,886121,59,,12,,,,8581,2021-02-01T23:59:00,2021-02-01T23:59:00Z,02/01 18:59,176,,,2021-02-01T23:59:00Z,886121,,,11887,,,,305785,,,,,,,,,,,50,113,24,306094,-22702,306094,,1,0,92ce8999e2dd8579f52250d67034364c9f0262ef,0,0,0,0,0,
2021-02-02,WA,Washington,313335,14237,,,totalTestEncountersViral,4597590,814,17812,203,,90,,,2021-02-01T02:59:00,2021-02-01T02:59:00Z,01/31 21:59,4318,17812,,2021-02-01T02:59:00Z,,,,299098,,,4597590,,,,,,,,,,,,53,1738,0,313335,49351,313335,,33,106,472bbceec837622f51955d95030eedfbffba1ab8,0,0,0,0,0,
2021-02-02,WI,Wisconsin,594217,49957,2512757,44,totalTestEncountersViral,6204596,686,24460,146,2185,,,520325,2021-02-02T00:00:00,2021-02-02T00:00:00Z,02/01 19:00,6480,24460,,2021-02-02T00:00:00Z,,,,544260,5937,543,6204596,3057017,,,,,,,,,,,55,1296,2087,3107018,43823,3106974,,44,123,62c3900a1c96a354bbbc00a0d316b7dae4d78020,0,0,0,0,0,
